right_pedal_smoothness,distance,left_power_phase,right_power_phase_peak,temperature,position_lat,left_torque_effectiveness,unknown_61,heart_rate,left_right_balance,enhanced_speed,right_pco,right_power_phase,timestamp,left_pco,right_torque_effectiveness,enhanced_altitude,left_pedal_smoothness,fractional_cadence,unknown_66,accumulated_power,left_power_phase_peak,position_long,altitude,speed,power,cadence,jtc
0.0,0.0,0.0,0.0,26,429231716,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 21:29:55+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-115,,,1664564403,10.800000000000011,0.0,,,2024-06-22 06:29:55+09:00
0.0,0.0,0.0,0.0,26,429231716,0.0,2551,,0.0,0.0,0.0,0.0,2024-06-21 21:29:56+00:00,0.0,0.0,10.199999999999989,0.0,0.0,-115,,,1664564407,10.199999999999989,0.0,,,2024-06-22 06:29:56+09:00
0.0,0.0,0.0,0.0,26,429231716,0.0,2548,,0.0,0.0,0.0,0.0,2024-06-21 21:29:57+00:00,0.0,0.0,9.600000000000023,0.0,0.0,-115,,,1664564409,9.600000000000023,0.0,,,2024-06-22 06:29:57+09:00
0.0,0.0,0.0,0.0,26,429231716,0.0,2546,,0.0,0.0,0.0,0.0,2024-06-21 21:29:58+00:00,0.0,0.0,9.199999999999989,0.0,0.0,-115,,,1664564413,9.199999999999989,0.0,,,2024-06-22 06:29:58+09:00
0.0,0.01,0.0,0.0,26,429231716,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:29:59+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564415,9.0,0.0,,,2024-06-22 06:29:59+09:00
0.0,0.01,0.0,0.0,26,429231715,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:00+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564416,9.0,0.0,,,2024-06-22 06:30:00+09:00
0.0,0.01,0.0,0.0,26,429231715,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:01+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564417,9.0,0.0,,,2024-06-22 06:30:01+09:00
0.0,0.01,0.0,0.0,26,429231715,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:02+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564418,9.0,0.0,,,2024-06-22 06:30:02+09:00
0.0,0.01,0.0,0.0,26,429231715,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:03+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564418,9.0,0.0,,,2024-06-22 06:30:03+09:00
0.0,0.02,0.0,0.0,26,429231715,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:04+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564418,9.0,0.0,,,2024-06-22 06:30:04+09:00
0.0,0.03,0.0,0.0,26,429231713,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:05+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564421,9.0,0.0,,,2024-06-22 06:30:05+09:00
0.0,0.05,0.0,0.0,26,429231712,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:06+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564424,8.800000000000011,0.0,,,2024-06-22 06:30:06+09:00
0.0,0.06,0.0,0.0,26,429231711,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:07+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564426,9.0,0.0,,,2024-06-22 06:30:07+09:00
0.0,0.08,0.0,0.0,26,429231708,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:08+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564432,9.0,0.0,,,2024-06-22 06:30:08+09:00
0.0,0.14,0.0,0.0,26,429231702,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:09+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564435,9.0,0.0,,,2024-06-22 06:30:09+09:00
0.0,0.18,0.0,0.0,26,429231697,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:10+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564438,9.0,0.0,,,2024-06-22 06:30:10+09:00
0.0,0.21,0.0,0.0,26,429231695,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 21:30:11+00:00,0.0,0.0,9.0,0.0,0.0,-115,,,1664564441,9.0,0.0,,,2024-06-22 06:30:11+09:00
0.0,0.22,0.0,0.0,26,429231693,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:12+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564443,8.800000000000011,0.0,,,2024-06-22 06:30:12+09:00
0.0,0.23,0.0,0.0,26,429231693,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:13+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564444,8.800000000000011,0.0,,,2024-06-22 06:30:13+09:00
0.0,0.24,0.0,0.0,26,429231692,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:14+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564445,8.800000000000011,0.0,,,2024-06-22 06:30:14+09:00
0.0,0.26,0.0,0.0,26,429231690,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:15+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564447,8.800000000000011,0.0,,,2024-06-22 06:30:15+09:00
0.0,0.29,0.0,0.0,26,429231686,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:16+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564449,8.800000000000011,0.0,,,2024-06-22 06:30:16+09:00
0.0,0.31,0.0,0.0,26,429231685,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:17+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564451,8.800000000000011,0.0,,,2024-06-22 06:30:17+09:00
0.0,0.34,0.0,0.0,26,429231681,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:18+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564455,8.800000000000011,0.0,,,2024-06-22 06:30:18+09:00
0.0,0.4,0.0,0.0,26,429231675,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:19+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564457,8.800000000000011,0.0,,,2024-06-22 06:30:19+09:00
0.0,0.45,0.0,0.0,26,429231669,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:20+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564458,8.800000000000011,0.0,,,2024-06-22 06:30:20+09:00
0.0,0.49,0.0,0.0,26,429231666,0.0,2544,,0.0,0.0,0.0,0.0,2024-06-21 21:30:21+00:00,0.0,0.0,8.800000000000011,0.0,0.0,-115,,,1664564458,8.800000000000011,0.0,,,2024-06-22 06:30:21+09:00
