right_pedal_smoothness,distance,left_power_phase,right_power_phase_peak,temperature,position_lat,left_torque_effectiveness,unknown_61,heart_rate,left_right_balance,enhanced_speed,right_pco,right_power_phase,timestamp,left_pco,right_torque_effectiveness,enhanced_altitude,left_pedal_smoothness,fractional_cadence,unknown_66,accumulated_power,left_power_phase_peak,position_long,altitude,speed,power,cadence,jtc
0.0,0.0,0.0,0.0,21,0.0,0.0,2545,,0.0,0.0,0.0,0.0,2024-06-21 20:34:58+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-102,,,,10.800000000000011,,0,,2024-06-22 05:34:58+09:00
0.0,0.0,0.0,0.0,21,0.0,0.0,2548,,0.0,0.0,0.0,0.0,2024-06-21 20:34:59+00:00,0.0,0.0,10.600000000000023,0.0,0.0,-102,,,,10.600000000000023,,0,,2024-06-22 05:34:59+09:00
0.0,0.0,0.0,0.0,21,0.0,0.0,2548,,0.0,0.0,0.0,0.0,2024-06-21 20:35:00+00:00,0.0,0.0,10.600000000000023,0.0,0.0,-102,,,,10.600000000000023,,0,,2024-06-22 05:35:00+09:00
0.0,0.0,0.0,0.0,21,0.0,0.0,2548,,0.0,0.0,0.0,0.0,2024-06-21 20:35:01+00:00,0.0,0.0,10.600000000000023,0.0,0.0,-102,,,,10.600000000000023,,0,,2024-06-22 05:35:01+09:00
0.0,0.0,0.0,0.0,21,429192758,0.0,2550,,0.0,0.0,0.0,0.0,2024-06-21 20:35:02+00:00,0.0,0.0,10.199999999999989,0.0,0.0,-92,,,1664619556,10.199999999999989,0.0,0,,2024-06-22 05:35:02+09:00
0.0,0.0,0.0,0.0,21,429192758,0.0,2551,,0.0,0.0,0.0,0.0,2024-06-21 20:35:03+00:00,0.0,0.0,10.399999999999977,0.0,0.0,-93,,,1664619556,10.399999999999977,0.0,0,,2024-06-22 05:35:03+09:00
0.0,0.0,0.0,0.0,21,429192758,0.0,2551,,0.0,0.0,0.0,0.0,2024-06-21 20:35:04+00:00,0.0,0.0,10.399999999999977,0.0,0.0,-93,,,1664619556,10.399999999999977,0.0,0,,2024-06-22 05:35:04+09:00
0.0,0.0,0.0,0.0,21,429192415,0.0,2551,,0.0,0.0,0.0,0.0,2024-06-21 20:35:05+00:00,0.0,0.0,10.399999999999977,0.0,0.0,-93,,,1664619364,10.399999999999977,0.0,0,,2024-06-22 05:35:05+09:00
26.0,0.0,"(317.8125049658204, 102.65625160400393)","(4.21875006591797, 26.718750417480475)",21,0.0,100.0,2551,,162,0.0,0,"(340.3125053173829, 50.62500079101564)",2024-06-21 20:35:06+00:00,0,83.0,10.399999999999977,38.5,0.0,-92,126,"(4.21875006591797, 47.812500747070324)",,10.399999999999977,,126,61,2024-06-22 05:35:06+09:00
26.0,0.47,"(317.8125049658204, 102.65625160400393)","(4.21875006591797, 26.718750417480475)",21,429192640,100.0,2551,,162,0.0,0,"(340.3125053173829, 50.62500079101564)",2024-06-21 20:35:07+00:00,0,83.0,10.399999999999977,38.5,0.0,-93,306,"(4.21875006591797, 47.812500747070324)",1664619286,10.399999999999977,0.0,180,76,2024-06-22 05:35:07+09:00
34.5,0.67,"(317.8125049658204, 102.65625160400393)","(4.21875006591797, 26.718750417480475)",21,429192586,99.5,2550,,171,0.0,0,"(340.3125053173829, 50.62500079101564)",2024-06-21 20:35:08+00:00,0,96.5,10.199999999999989,36.0,0.0,-92,523,"(4.21875006591797, 47.812500747070324)",1664619352,10.199999999999989,0.0,217,82,2024-06-22 05:35:08+09:00
34.5,0.67,"(296.7187546362305, 130.78125204345707)","(5.625000087890626, 49.218750769042984)",21,429192464,99.5,2550,,171,0.0,0,"(315.0000049218751, 99.84375156005862)",2024-06-21 20:35:09+00:00,0,96.5,10.199999999999989,36.0,0.0,-92,762,"(5.625000087890626, 63.28125098876955)",1664619246,10.199999999999989,0.0,239,84,2024-06-22 05:35:09+09:00
36.5,0.67,"(296.7187546362305, 130.78125204345707)","(5.625000087890626, 49.218750769042984)",21,429192379,99.5,2551,,171,0.0,0,"(315.0000049218751, 99.84375156005862)",2024-06-21 20:35:10+00:00,0,98.5,10.399999999999977,35.5,0.0,-93,1031,"(5.625000087890626, 63.28125098876955)",1664619289,10.399999999999977,0.0,269,87,2024-06-22 05:35:10+09:00
31.0,0.97,"(0.0, 357.1875055810548)","(5.625000087890626, 49.218750769042984)",21,429192437,100.0,2551,,170,0.0,0,"(315.0000049218751, 99.84375156005862)",2024-06-21 20:35:11+00:00,0,93.5,10.399999999999977,40.0,0.0,-93,1387,"(0.0, 357.1875055810548)",1664619312,10.399999999999977,0.0,356,97,2024-06-22 05:35:11+09:00
38.0,2.92,"(0.0, 357.1875055810548)","(5.625000087890626, 49.218750769042984)",21,429192606,100.0,2550,,174,0.0,0,"(315.0000049218751, 99.84375156005862)",2024-06-21 20:35:12+00:00,0,99.5,10.199999999999989,41.0,0.0,-92,1769,"(0.0, 357.1875055810548)",1664619154,10.199999999999989,0.0,382,102,2024-06-22 05:35:12+09:00
38.5,6.53,"(0.0, 357.1875055810548)","(0.0, 357.1875055810548)",21,429192910,100.0,2550,,173,0.0,0,"(0.0, 357.1875055810548)",2024-06-21 20:35:13+00:00,0,100.0,10.199999999999989,38.5,0.0,-92,2158,"(0.0, 357.1875055810548)",1664618855,10.199999999999989,0.0,389,101,2024-06-22 05:35:13+09:00
38.5,11.5,"(0.0, 357.1875055810548)","(0.0, 357.1875055810548)",21,429193275,100.0,2551,,173,0.0,0,"(0.0, 357.1875055810548)",2024-06-21 20:35:14+00:00,0,100.0,10.399999999999977,38.5,0.0,-92,2599,"(0.0, 357.1875055810548)",1664618373,10.399999999999977,0.0,441,103,2024-06-22 05:35:14+09:00
37.0,17.61,"(0.0, 357.1875055810548)","(0.0, 357.1875055810548)",21,429193698,100.0,2551,,173,1.082,0,"(0.0, 357.1875055810548)",2024-06-21 20:35:15+00:00,0,99.5,10.399999999999977,40.0,0.0,-92,3052,"(0.0, 357.1875055810548)",1664617748,10.399999999999977,1.082,453,105,2024-06-22 05:35:15+09:00
37.0,23.76,"(0.0, 357.1875055810548)","(0.0, 357.1875055810548)",21,429194163,100.0,2551,,171,1.082,0,"(0.0, 357.1875055810548)",2024-06-21 20:35:16+00:00,0,99.5,10.399999999999977,40.5,0.0,-92,3491,"(0.0, 357.1875055810548)",1664617166,10.399999999999977,1.082,439,105,2024-06-22 05:35:16+09:00
