right_pedal_smoothness,distance,left_power_phase,right_power_phase_peak,temperature,position_lat,left_torque_effectiveness,unknown_61,heart_rate,left_right_balance,enhanced_speed,right_pco,right_power_phase,timestamp,left_pco,right_torque_effectiveness,enhanced_altitude,left_pedal_smoothness,fractional_cadence,unknown_66,accumulated_power,left_power_phase_peak,position_long,altitude,speed,power,cadence,jtc
0.0,0.01,0.0,0.0,23,429229437,0.0,2556,,0.0,0.0,0.0,0.0,2024-06-21 20:45:21+00:00,0.0,0.0,11.199999999999989,0.0,0.0,-70,,,1664567343,11.199999999999989,0.0,0,,2024-06-22 05:45:21+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2556,,0.0,0.0,0.0,0.0,2024-06-21 20:45:22+00:00,0.0,0.0,11.199999999999989,0.0,0.0,-70,,,1664567343,11.199999999999989,0.0,0,,2024-06-22 05:45:22+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2555,,0.0,0.0,0.0,0.0,2024-06-21 20:45:23+00:00,0.0,0.0,11.0,0.0,0.0,-69,,,1664567343,11.0,0.0,0,,2024-06-22 05:45:23+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2555,,0.0,0.0,0.0,0.0,2024-06-21 20:45:24+00:00,0.0,0.0,11.0,0.0,0.0,-69,,,1664567343,11.0,0.0,0,,2024-06-22 05:45:24+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 20:45:25+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-69,,,1664567343,10.800000000000011,0.0,0,,2024-06-22 05:45:25+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 20:45:26+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-69,,,1664567343,10.800000000000011,0.0,0,,2024-06-22 05:45:26+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2555,,0.0,0.0,0.0,0.0,2024-06-21 20:45:27+00:00,0.0,0.0,11.0,0.0,0.0,-70,,,1664567343,11.0,0.0,0,,2024-06-22 05:45:27+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2555,,0.0,0.0,0.0,0.0,2024-06-21 20:45:28+00:00,0.0,0.0,11.0,0.0,0.0,-70,,,1664567343,11.0,0.0,0,,2024-06-22 05:45:28+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2555,,0.0,0.0,0.0,0.0,2024-06-21 20:45:29+00:00,0.0,0.0,11.0,0.0,0.0,-70,,,1664567343,11.0,0.0,0,,2024-06-22 05:45:29+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 20:45:30+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-69,,,1664567343,10.800000000000011,0.0,0,,2024-06-22 05:45:30+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 20:45:31+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-69,,,1664567340,10.800000000000011,0.0,0,,2024-06-22 05:45:31+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 20:45:32+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-70,,,1664567338,10.800000000000011,0.0,0,,2024-06-22 05:45:32+09:00
0.0,0.01,0.0,0.0,23,429229437,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 20:45:33+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-70,,,1664567332,10.800000000000011,0.0,0,,2024-06-22 05:45:33+09:00
0.0,0.01,0.0,0.0,23,429229432,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 20:45:34+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-70,,,1664567329,10.800000000000011,0.0,0,,2024-06-22 05:45:34+09:00
0.0,0.01,0.0,0.0,23,429229432,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 20:45:35+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-70,,,1664567325,10.800000000000011,0.0,0,,2024-06-22 05:45:35+09:00
0.0,0.01,0.0,0.0,23,429229430,0.0,2554,,0.0,0.0,0.0,0.0,2024-06-21 20:45:36+00:00,0.0,0.0,10.800000000000011,0.0,0.0,-70,,,1664567323,10.800000000000011,0.0,0,,2024-06-22 05:45:36+09:00
0.0,0.01,0.0,0.0,23,429229429,0.0,2555,,0.0,0.0,0.0,0.0,2024-06-21 20:45:37+00:00,0.0,0.0,11.0,0.0,0.0,-70,,,1664567322,11.0,0.0,0,,2024-06-22 05:45:37+09:00
0.0,0.01,0.0,0.0,23,429229427,0.0,2555,,0.0,0.0,0.0,0.0,2024-06-21 20:45:38+00:00,0.0,0.0,11.0,0.0,0.0,-70,,,1664567321,11.0,0.0,0,,2024-06-22 05:45:38+09:00
